,0
2017-12-20 15:15:00,50.017328180074685
2017-12-20 16:15:00,60.62348040640354
2017-12-20 17:15:00,70.12825369775295
2017-12-20 18:15:00,66.88710256099701
2017-12-20 19:15:00,57.581618400216094
2017-12-20 20:15:00,43.99251013547182
2017-12-20 21:15:00,38.211855005621906
2017-12-20 22:15:00,35.964182466864585
2017-12-20 23:15:00,33.989382602870464
2017-12-21 00:15:00,32.63856955826282
2017-12-21 01:15:00,32.19556724369526
2017-12-21 02:15:00,36.71998128175735
2017-12-21 03:15:00,37.51184032618999
2017-12-21 04:15:00,37.727389851808546
2017-12-21 05:15:00,35.47026128590107
2017-12-21 06:15:00,30.562927793860432
2017-12-21 07:15:00,28.898357460498808
2017-12-21 08:15:00,38.592032270133494
2017-12-21 09:15:00,62.2124550884962
2017-12-21 10:15:00,77.41901416897772
2017-12-21 11:15:00,71.47662826716899
2017-12-21 12:15:00,56.122837851047514
2017-12-21 13:15:00,45.16357689499855
2017-12-21 14:15:00,40.99787569910288
2017-12-21 15:15:00,42.40783125817775
2017-12-21 16:15:00,48.04845366477966
2017-12-21 17:15:00,56.34763898074626
2017-12-21 18:15:00,60.46058442294597
2017-12-21 19:15:00,57.3599186605215
2017-12-21 20:15:00,50.161499010324476
2017-12-21 21:15:00,43.08638735592365
2017-12-21 22:15:00,37.2724959552288
2017-12-21 23:15:00,33.01647480636835
2017-12-22 00:15:00,31.545350024104113
2017-12-22 01:15:00,33.00089192777872
2017-12-22 02:15:00,35.53953734397888
2017-12-22 03:15:00,37.40806933522224
2017-12-22 04:15:00,35.824780534803864
2017-12-22 05:15:00,29.93582790315151
2017-12-22 06:15:00,24.165027425438165
2017-12-22 07:15:00,25.77915344595909
2017-12-22 08:15:00,39.24735422581434
2017-12-22 09:15:00,58.26263925611972
2017-12-22 10:15:00,66.88761069834231
2017-12-22 11:15:00,58.674283071756356
2017-12-22 12:15:00,47.45851204752922
2017-12-22 13:15:00,41.370734617710106
2017-12-22 14:15:00,40.02510515809059
2017-12-22 15:15:00,41.77086065351963
2017-12-22 16:15:00,45.72308867812156
2017-12-22 17:15:00,52.49612728238105
2017-12-22 18:15:00,56.84952682077884
2017-12-22 19:15:00,54.596270611882204
2017-12-22 20:15:00,48.59749022573232
2017-12-22 21:15:00,43.68113583564758
2017-12-22 22:15:00,38.26092238306999
2017-12-22 23:15:00,32.649874154031274
2017-12-23 00:15:00,29.454840861856933
2017-12-23 01:15:00,29.64093886375427
2017-12-23 02:15:00,30.419481205344198
2017-12-23 03:15:00,30.299254157245155
2017-12-23 04:15:00,29.09537749499082
2017-12-23 05:15:00,28.193801668584342
2017-12-23 06:15:00,27.7174170666933
2017-12-23 07:15:00,28.081506235599516
2017-12-23 08:15:00,29.097366239428517
2017-12-23 09:15:00,30.912719029188153
2017-12-23 10:15:00,31.811923547983167
2017-12-23 11:15:00,30.551462579965587
2017-12-23 12:15:00,27.863156113922592
2017-12-23 13:15:00,24.815222742557523
2017-12-23 14:15:00,22.773687507212163
2017-12-23 15:15:00,23.34767098352313
2017-12-23 16:15:00,27.466029256582257
2017-12-23 17:15:00,32.7249237036705
2017-12-23 18:15:00,34.01761926949024
2017-12-23 19:15:00,32.00066444814205
2017-12-23 20:15:00,30.388733055293557
2017-12-23 21:15:00,29.88485063016414
2017-12-23 22:15:00,29.254807047247883
2017-12-23 23:15:00,29.295031666755673
2017-12-24 00:15:00,30.849955306053157
2017-12-24 01:15:00,32.161069390475745
2017-12-24 02:15:00,31.871255883872504
2017-12-24 03:15:00,31.259227814078326
2017-12-24 04:15:00,31.516415398716923
2017-12-24 05:15:00,31.01700399816036
2017-12-24 06:15:00,30.29461083322763
